,project,subproject,institution,componentType,type,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value
126,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0127,Machining_Date,2024-05-08
127,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0128,Machining_Date,2024-05-08
128,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0129,Machining_Date,2024-05-08
129,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0130,Machining_Date,2024-05-08
130,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0131,Machining_Date,2024-05-08
131,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0132,Machining_Date,2024-05-08
132,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0133,Machining_Date,2024-05-08
133,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0134,Machining_Date,2024-05-08
134,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0135,Machining_Date,2024-05-08
135,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0136,Machining_Date,2024-05-08
136,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0137,Machining_Date,2024-05-08
137,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0138,Machining_Date,2024-05-08
138,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0139,Machining_Date,2024-05-08
139,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0140,Machining_Date,2024-05-08
140,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0141,Machining_Date,2024-05-08
141,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0142,Machining_Date,2024-05-08
142,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0143,Machining_Date,2024-05-08
143,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0144,Machining_Date,2024-05-08
144,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0145,Machining_Date,2024-05-08
145,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bi,PART_NUMBER,CB1-0146,Machining_Date,2024-05-08
146,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0147,Machining_Date,2024-05-08
147,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0148,Machining_Date,2024-05-08
148,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0149,Machining_Date,2024-05-08
149,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0150,Machining_Date,2024-05-08
150,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0151,Machining_Date,2024-05-08
151,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0152,Machining_Date,2024-05-08
152,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0153,Machining_Date,2024-05-08
153,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0154,Machining_Date,2024-05-08
154,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0155,Machining_Date,2024-05-08
155,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0156,Machining_Date,2024-05-08
156,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0157,Machining_Date,2024-05-08
157,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0158,Machining_Date,2024-05-08
158,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0159,Machining_Date,2024-05-08
159,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0160,Machining_Date,2024-05-08
160,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0161,Machining_Date,2024-05-08
161,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0162,Machining_Date,2024-05-08
162,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0163,Machining_Date,2024-05-08
163,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0164,Machining_Date,2024-05-08
164,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0165,Machining_Date,2024-05-08
165,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0166,Machining_Date,2024-05-08
166,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0167,Machining_Date,2024-05-08
167,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0168,Machining_Date,2024-05-08
168,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0169,Machining_Date,2024-05-08
169,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0170,Machining_Date,2024-05-08
170,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0171,Machining_Date,2024-05-08
171,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0172,Machining_Date,2024-05-08
172,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0173,Machining_Date,2024-05-08
173,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0174,Machining_Date,2024-05-08
174,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0175,Machining_Date,2024-05-08
175,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0176,Machining_Date,2024-05-08
176,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0177,Machining_Date,2024-05-08
177,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0178,Machining_Date,2024-05-08
178,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0179,Machining_Date,2024-05-08
179,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0180,Machining_Date,2024-05-08
180,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0181,Machining_Date,2024-05-08
181,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0182,Machining_Date,2024-05-08
182,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0183,Machining_Date,2024-05-08
183,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0184,Machining_Date,2024-05-08
184,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0185,Machining_Date,2024-05-08
185,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0186,Machining_Date,2024-05-08
186,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0187,Machining_Date,2024-05-08
187,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0188,Machining_Date,2024-05-08
188,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0189,Machining_Date,2024-05-08
189,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0190,Machining_Date,2024-05-08
190,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0191,Machining_Date,2024-05-13
191,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0192,Machining_Date,2024-05-13
192,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0193,Machining_Date,2024-05-13
193,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0194,Machining_Date,2024-05-13
194,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0195,Machining_Date,2024-05-13
195,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bj,PART_NUMBER,CB1-0196,Machining_Date,2024-05-13
196,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0197,Machining_Date,2024-05-13
197,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0198,Machining_Date,2024-05-13
198,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0199,Machining_Date,2024-05-13
199,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0200,Machining_Date,2024-05-13
200,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0201,Machining_Date,2024-05-13
201,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0202,Machining_Date,2024-05-13
202,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0203,Machining_Date,2024-05-13
203,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0204,Machining_Date,2024-05-13
204,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0205,Machining_Date,2024-05-13
205,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0206,Machining_Date,2024-05-13
206,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0207,Machining_Date,2024-05-13
207,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0208,Machining_Date,2024-05-13
208,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0209,Machining_Date,2024-05-13
209,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0210,Machining_Date,2024-05-13
210,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0211,Machining_Date,2024-05-13
211,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0212,Machining_Date,2024-05-13
212,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0213,Machining_Date,2024-05-13
213,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0214,Machining_Date,2024-05-13
214,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0215,Machining_Date,2024-05-13
215,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0216,Machining_Date,2024-05-13
216,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0217,Machining_Date,2024-05-13
217,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0218,Machining_Date,2024-05-13
218,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0219,Machining_Date,2024-05-13
219,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0220,Machining_Date,2024-05-13
220,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0221,Machining_Date,2024-05-13
221,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0222,Machining_Date,2024-05-13
222,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0223,Machining_Date,2024-05-13
223,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0224,Machining_Date,2024-05-13
224,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0225,Machining_Date,2024-05-13
225,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0226,Machining_Date,2024-05-13
226,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0227,Machining_Date,2024-05-13
227,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0228,Machining_Date,2024-05-13
228,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0229,Machining_Date,2024-05-13
229,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0230,Machining_Date,2024-05-13
230,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0231,Machining_Date,2024-05-13
231,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0232,Machining_Date,2024-05-13
232,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0233,Machining_Date,2024-05-13
233,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0234,Machining_Date,2024-05-13
234,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0235,Machining_Date,2024-05-13
235,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0236,Machining_Date,2024-05-13
236,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0237,Machining_Date,2024-05-13
237,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0238,Machining_Date,2024-05-13
238,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0239,Machining_Date,2024-05-13
239,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0240,Machining_Date,2024-05-13
240,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0241,Machining_Date,2024-05-13
241,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0242,Machining_Date,2024-05-13
242,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0243,Machining_Date,2024-05-13
243,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0244,Machining_Date,2024-05-13
244,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0245,Machining_Date,2024-05-13
245,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0246,Machining_Date,2024-05-13
246,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0247,Machining_Date,2024-05-13
247,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bk,PART_NUMBER,CB1-0248,Machining_Date,2024-05-13
248,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bl,PART_NUMBER,CB1-0249,Machining_Date,2024-05-14
249,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bl,PART_NUMBER,CB1-0250,Machining_Date,2024-05-14
250,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bl,PART_NUMBER,CB1-0251,Machining_Date,2024-05-14
251,P,PB,BONN,OB_COOLING_BLOCK,OB_COOLING_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,24/01/2024/bl,PART_NUMBER,CB1-0252,Machining_Date,2024-05-14
