,component,componentType,stage,testType,date,runNumber,passed,problems,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value,result1_key,result1_value
122,20UPBBC0000123,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.924
123,20UPBBC0000124,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.854
124,20UPBBC0000125,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.887
125,20UPBBC0000126,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
126,20UPBBC0000127,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.95
127,20UPBBC0000128,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.94
128,20UPBBC0000129,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
129,20UPBBC0000130,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.89
130,20UPBBC0000131,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
131,20UPBBC0000132,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.99
132,20UPBBC0000133,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
133,20UPBBC0000134,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.94
134,20UPBBC0000135,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
135,20UPBBC0000136,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.82
136,20UPBBC0000137,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.84
137,20UPBBC0000138,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
138,20UPBBC0000139,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.11
139,20UPBBC0000140,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.91
140,20UPBBC0000141,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.77
141,20UPBBC0000142,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.76
142,20UPBBC0000143,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.83
143,20UPBBC0000144,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.86
144,20UPBBC0000145,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.88
145,20UPBBC0000146,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.87
146,20UPBBC0000147,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.87
147,20UPBBC0000148,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.92
148,20UPBBC0000149,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.84
149,20UPBBC0000150,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.83
150,20UPBBC0000151,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.87
151,20UPBBC0000152,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
152,20UPBBC0000153,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.95
153,20UPBBC0000154,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.88
154,20UPBBC0000155,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.81
155,20UPBBC0000156,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.89
156,20UPBBC0000157,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.84
157,20UPBBC0000158,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.93
158,20UPBBC0000159,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.87
159,20UPBBC0000160,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
160,20UPBBC0000161,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.88
161,20UPBBC0000162,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.95
162,20UPBBC0000163,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.86
163,20UPBBC0000164,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.82
164,20UPBBC0000165,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.94
165,20UPBBC0000166,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
166,20UPBBC0000167,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.05
167,20UPBBC0000168,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.86
168,20UPBBC0000169,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.03
169,20UPBBC0000170,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.89
170,20UPBBC0000171,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
171,20UPBBC0000172,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
172,20UPBBC0000173,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.82
173,20UPBBC0000174,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.3
174,20UPBBC0000175,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.38
175,20UPBBC0000176,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
176,20UPBBC0000177,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
177,20UPBBC0000178,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.46
178,20UPBBC0000179,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
179,20UPBBC0000180,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.35
180,20UPBBC0000181,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
181,20UPBBC0000182,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
182,20UPBBC0000183,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
183,20UPBBC0000184,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.23
184,20UPBBC0000185,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
185,20UPBBC0000186,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.388
186,20UPBBC0000187,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
187,20UPBBC0000188,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
188,20UPBBC0000189,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.36
189,20UPBBC0000190,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
190,20UPBBC0000191,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.38
191,20UPBBC0000192,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
192,20UPBBC0000193,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
193,20UPBBC0000194,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.41
194,20UPBBC0000195,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
195,20UPBBC0000196,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.24
196,20UPBBC0000197,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
197,20UPBBC0000198,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.1
198,20UPBBC0000199,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
199,20UPBBC0000200,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
200,20UPBBC0000201,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
201,20UPBBC0000202,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.28
202,20UPBBC0000203,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
203,20UPBBC0000204,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
204,20UPBBC0000205,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.22
205,20UPBBC0000206,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.33
206,20UPBBC0000207,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
207,20UPBBC0000208,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
208,20UPBBC0000209,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.6
209,20UPBBC0000210,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
210,20UPBBC0000211,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.14
211,20UPBBC0000212,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
212,20UPBBC0000213,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
213,20UPBBC0000214,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.23
214,20UPBBC0000215,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
215,20UPBBC0000216,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
216,20UPBBC0000217,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.03
217,20UPBBC0000218,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
218,20UPBBC0000219,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
219,20UPBBC0000220,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.27
220,20UPBBC0000221,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
221,20UPBBC0000222,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,1.89
222,20UPBBC0000223,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
223,20UPBBC0000224,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.04
224,20UPBBC0000225,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
225,20UPBBC0000226,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
226,20UPBBC0000227,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.16
227,20UPBBC0000228,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
228,20UPBBC0000229,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.02
229,20UPBBC0000230,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
230,20UPBBC0000231,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
231,20UPBBC0000232,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
232,20UPBBC0000233,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
233,20UPBBC0000234,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.0
234,20UPBBC0000235,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
235,20UPBBC0000236,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
236,20UPBBC0000237,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
237,20UPBBC0000238,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,2.1
238,20UPBBC0000239,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
239,20UPBBC0000240,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
240,20UPBBC0000241,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
241,20UPBBC0000242,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
242,20UPBBC0000243,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
243,20UPBBC0000244,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
244,20UPBBC0000245,OB_BARE_MODULE_CELL,QC,Thermal_cycling,01/01/1900,1.0,True,false,Test_Date,01/01/1900,Test_Temperature,3.0,Test_Power,11.710000000000004,Apparent_Thermal_Impedance,0.0
