,project,subproject,institution,componentType,type,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value,property4_key,property4_value,property5_key,property5_value
104,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0105,PACKAGE_DATE,1900-01-01,Assembly_Date,2022-09-05,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
105,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0106,PACKAGE_DATE,1900-01-01,Assembly_Date,2022-09-05,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
106,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0107,PACKAGE_DATE,1900-01-01,Assembly_Date,2022-09-05,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
107,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0108,PACKAGE_DATE,1900-01-01,Assembly_Date,2022-09-05,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
108,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0109,PACKAGE_DATE,1900-01-01,Assembly_Date,2022-09-05,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
109,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0110,PACKAGE_DATE,1900-01-01,Assembly_Date,2022-09-05,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
110,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0111,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
111,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0112,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
112,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0113,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
113,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0114,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
114,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0115,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
115,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0116,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
116,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0117,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
117,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0118,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
118,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0119,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
119,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0120,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
120,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0121,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
121,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0122,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
122,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0123,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
123,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0124,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
124,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0125,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
125,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0126,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
126,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0127,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
127,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0128,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
128,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0129,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
129,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0130,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
130,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0131,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
131,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0132,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
132,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0133,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
133,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0134,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
134,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0135,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
135,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0136,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
136,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0137,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
137,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0138,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
138,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0139,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
139,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0140,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
140,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0141,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
141,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0142,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
142,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0143,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
143,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0144,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
144,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0145,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
145,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0146,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
146,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0147,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
147,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0148,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
148,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0149,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
149,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0150,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
150,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0151,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
151,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0152,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
152,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0153,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
153,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0154,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
154,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0155,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
155,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0156,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
156,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0157,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
157,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0158,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
158,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0159,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
159,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0160,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
160,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0161,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
161,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0162,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
162,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0163,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
163,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0164,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
164,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0165,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
165,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0166,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
166,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0167,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
167,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0168,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
168,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0169,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
169,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0170,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-05-03,Assembly_Tool_Identified,Eingabe?,ASSEMBLY_TOOL_POSITION,100
170,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0171,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,1
171,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0172,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,2
172,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0173,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,3
173,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0174,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,4
174,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0175,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,5
175,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0176,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,6
176,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0177,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,7
177,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0178,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,8
178,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0179,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,9
179,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0180,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,A,ASSEMBLY_TOOL_POSITION,10
180,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0181,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,1
181,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0182,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,2
182,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0183,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,3
183,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0184,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,4
184,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0185,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,5
185,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0186,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,6
186,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0187,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,7
187,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0188,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,8
188,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0189,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,9
189,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0190,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,B,ASSEMBLY_TOOL_POSITION,10
190,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0191,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,1
191,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0192,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,2
192,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0193,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,3
193,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0194,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,4
194,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0195,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,5
195,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0196,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,6
196,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0197,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,7
197,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0198,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,8
198,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0199,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,9
199,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0200,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,C,ASSEMBLY_TOOL_POSITION,10
200,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0201,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,1
201,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0202,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,2
202,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0203,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,3
203,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0204,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,4
204,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0205,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,5
205,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0206,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,6
206,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0207,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,7
207,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0208,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,8
208,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0209,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,9
209,P,PB,BONN,OB_BARE_MODULE_CELL,OB_BARE_MODULE_CELL,PART_NUMBER,BC0-0210,PACKAGE_DATE,1900-01-01,Assembly_Date,2023-06-21,Assembly_Tool_Identified,D,ASSEMBLY_TOOL_POSITION,10
