,project,subproject,institution,componentType,type,property1_key,property1_value,property2_key,property2_value,property3_key,property3_value
328,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2729,Machining_Date,2024-07-02
329,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2730,Machining_Date,2024-07-02
330,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2731,Machining_Date,2024-07-02
331,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2732,Machining_Date,2024-07-02
332,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2733,Machining_Date,2024-07-02
333,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2734,Machining_Date,2024-07-02
334,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/al,PART_NUMBER,1-2735,Machining_Date,2024-07-02
335,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2736,Machining_Date,2024-07-02
336,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2737,Machining_Date,2024-07-02
337,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2738,Machining_Date,2024-07-02
338,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2739,Machining_Date,2024-07-02
339,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2740,Machining_Date,2024-07-02
340,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2741,Machining_Date,2024-07-02
341,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2742,Machining_Date,2024-07-02
342,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2743,Machining_Date,2024-07-02
343,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2744,Machining_Date,2024-07-02
344,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2745,Machining_Date,2024-07-02
345,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2746,Machining_Date,2024-07-02
346,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2747,Machining_Date,2024-07-02
347,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2748,Machining_Date,2024-07-02
348,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2749,Machining_Date,2024-07-02
349,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2750,Machining_Date,2024-07-02
350,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2751,Machining_Date,2024-07-02
351,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2752,Machining_Date,2024-07-02
352,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2753,Machining_Date,2024-07-03
353,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2754,Machining_Date,2024-07-03
354,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2755,Machining_Date,2024-07-03
355,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2756,Machining_Date,2024-07-03
356,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2757,Machining_Date,2024-07-03
357,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2758,Machining_Date,2024-07-03
358,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2759,Machining_Date,2024-07-03
359,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2760,Machining_Date,2024-07-03
360,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2761,Machining_Date,2024-07-03
361,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2762,Machining_Date,2024-07-03
362,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2763,Machining_Date,2024-07-03
363,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2764,Machining_Date,2024-07-03
364,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2765,Machining_Date,2024-07-03
365,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2766,Machining_Date,2024-07-03
366,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2767,Machining_Date,2024-07-03
367,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2768,Machining_Date,2024-07-03
368,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2769,Machining_Date,2024-07-03
369,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2770,Machining_Date,2024-07-03
370,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2771,Machining_Date,2024-07-03
371,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2772,Machining_Date,2024-07-03
372,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2773,Machining_Date,2024-07-03
373,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2774,Machining_Date,2024-07-03
374,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2775,Machining_Date,2024-07-03
375,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2776,Machining_Date,2024-07-03
376,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2777,Machining_Date,2024-07-03
377,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2778,Machining_Date,2024-07-03
378,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2779,Machining_Date,2024-07-03
379,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2780,Machining_Date,2024-07-03
380,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2781,Machining_Date,2024-07-03
381,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2782,Machining_Date,2024-07-03
382,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2783,Machining_Date,2024-07-03
383,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2784,Machining_Date,2024-07-03
384,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2785,Machining_Date,2024-07-03
385,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2786,Machining_Date,2024-07-03
386,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2787,Machining_Date,2024-07-03
387,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2788,Machining_Date,2024-07-03
388,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2789,Machining_Date,2024-07-03
389,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2790,Machining_Date,2024-07-03
390,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2791,Machining_Date,2024-07-03
391,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2792,Machining_Date,2024-07-03
392,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2793,Machining_Date,2024-07-03
393,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2794,Machining_Date,2024-07-03
394,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/am,PART_NUMBER,1-2795,Machining_Date,2024-07-03
395,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2796,Machining_Date,2024-07-03
396,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2797,Machining_Date,2024-07-03
397,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2798,Machining_Date,2024-07-03
398,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2799,Machining_Date,2024-07-03
399,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2800,Machining_Date,2024-07-03
400,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2801,Machining_Date,2024-07-03
401,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2802,Machining_Date,2024-07-03
402,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2803,Machining_Date,2024-07-03
403,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2804,Machining_Date,2024-07-03
404,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2805,Machining_Date,2024-07-03
405,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2806,Machining_Date,2024-07-03
406,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2807,Machining_Date,2024-07-03
407,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2808,Machining_Date,2024-07-03
408,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2809,Machining_Date,2024-07-03
409,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2810,Machining_Date,2024-07-03
410,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2811,Machining_Date,2024-07-03
411,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2812,Machining_Date,2024-07-03
412,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2813,Machining_Date,2024-07-03
413,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2814,Machining_Date,2024-07-03
414,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2815,Machining_Date,2024-07-03
415,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2816,Machining_Date,2024-07-03
416,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2817,Machining_Date,2024-07-03
417,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2818,Machining_Date,2024-07-03
418,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2819,Machining_Date,2024-07-03
419,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2820,Machining_Date,2024-07-03
420,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2821,Machining_Date,2024-07-03
421,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2822,Machining_Date,2024-07-03
422,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2823,Machining_Date,2024-07-03
423,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2824,Machining_Date,2024-07-03
424,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2825,Machining_Date,2024-07-04
425,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2826,Machining_Date,2024-07-04
426,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2827,Machining_Date,2024-07-04
427,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2828,Machining_Date,2024-07-04
428,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2829,Machining_Date,2024-07-04
429,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2830,Machining_Date,2024-07-04
430,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2831,Machining_Date,2024-07-04
431,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2832,Machining_Date,2024-07-04
432,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2833,Machining_Date,2024-07-04
433,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2834,Machining_Date,2024-07-04
434,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2835,Machining_Date,2024-07-04
435,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2836,Machining_Date,2024-07-04
436,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2837,Machining_Date,2024-07-04
437,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2838,Machining_Date,2024-07-04
438,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2839,Machining_Date,2024-07-04
439,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2840,Machining_Date,2024-07-04
440,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2841,Machining_Date,2024-07-04
441,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2842,Machining_Date,2024-07-04
442,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2843,Machining_Date,2024-07-04
443,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2844,Machining_Date,2024-07-04
444,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2845,Machining_Date,2024-07-04
445,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2846,Machining_Date,2024-07-04
446,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2847,Machining_Date,2024-07-04
447,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2848,Machining_Date,2024-07-04
448,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2849,Machining_Date,2024-07-04
449,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2850,Machining_Date,2024-07-04
450,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2851,Machining_Date,2024-07-04
451,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2852,Machining_Date,2024-07-04
452,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2853,Machining_Date,2024-07-04
453,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2854,Machining_Date,2024-07-04
454,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2855,Machining_Date,2024-07-04
455,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2856,Machining_Date,2024-07-04
456,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2857,Machining_Date,2024-07-04
457,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2858,Machining_Date,2024-07-04
458,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2859,Machining_Date,2024-07-04
459,P,PB,BONN,OB_BASE_BLOCK,OB_BASE_BLOCK,MATERIAL_ROD_AL-G_SUPPLIER_REFERENCE,21/03/2024/an,PART_NUMBER,1-2860,Machining_Date,2024-07-04
